sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int,draw_idx
TNG50-1,40,1.5,192422,-0.01492836,0.00073001,0.42866746,0.9064749,35
TNG50-1,40,1.5,192422,0.00665115,-0.04663625,0.8407711,-0.60598488,36
TNG50-1,40,1.5,192422,-0.02083102,0.03694947,1.09135062,0.72561181,37
TNG50-1,40,1.5,192422,0.06019546,-0.03058024,0.25515589,-0.67208907,38
TNG50-1,40,1.5,192422,0.09382669,-0.03263737,0.34181013,0.45385398,39
TNG50-1,40,1.5,192422,0.07249059,0.03863073,0.6422953,-0.15431459,40
TNG50-1,40,1.5,192422,-0.10757816,0.01936614,0.62440751,1.34029082,41
TNG50-1,40,1.5,192422,-0.02185134,-0.12517238,0.27782906,1.51454104,42
TNG50-1,40,1.5,192422,0.00020796,-0.00788854,0.85476424,0.86118314,43
TNG50-1,40,1.5,192422,0.0231529,0.00627598,0.4888559,1.3052197,44
TNG50-1,40,1.5,192422,-0.08636573,-0.01697981,1.34643469,-1.1419556,45
TNG50-1,40,1.5,192422,-0.08717218,0.00801818,0.90356575,0.48526283,46
TNG50-1,40,1.5,192422,0.06533949,-0.0904844,0.95567778,-0.94760506,47
TNG50-1,40,1.5,192422,-0.02795597,-0.14155103,1.36890028,-0.70067411,48
TNG50-1,40,1.5,192422,-0.07437032,-0.04877341,1.32801131,0.07170133,49
TNG50-1,40,1.5,184041,-0.08943277,0.015539,0.792736,-0.70904542,0
TNG50-1,40,1.5,184041,0.08971278,-0.04483163,0.86746531,-0.4259355,1
TNG50-1,40,1.5,184041,0.07304068,0.09698501,1.38620313,1.19333094,2
TNG50-1,40,1.5,184041,-0.04002815,0.03961397,1.23306125,1.34277109,3
TNG50-1,40,1.5,184041,-0.05612133,-0.08963887,1.37811858,0.94982988,4
TNG50-1,40,1.5,184041,0.01140257,-0.08861313,1.11521619,-0.7046327,5
TNG50-1,40,1.5,184041,-0.07129316,-0.04920119,1.10509096,1.21599995,6
TNG50-1,40,1.5,184041,0.06821415,0.07865927,0.92781108,-1.46749722,7
TNG50-1,40,1.5,184041,-0.02342269,0.04454609,0.75430423,-0.24252002,8
TNG50-1,40,1.5,184041,0.08109035,0.08118561,1.25007144,-0.38444099,9
TNG50-1,40,1.5,184041,-0.04122017,0.00051046,0.85347688,0.11070849,10
TNG50-1,40,1.5,184041,-0.0056101,-0.01047447,0.42068575,0.19050793,11
TNG50-1,40,1.5,184041,0.06336063,-0.06237547,1.24523371,-0.86266725,12
TNG50-1,40,1.5,184041,-0.01616197,0.0174842,0.78993149,-0.92816563,13
TNG50-1,40,1.5,184041,0.01360459,-0.00980841,1.36239214,0.95368257,14
TNG50-1,40,1.5,184041,0.05463294,-0.01173361,0.92698325,-1.33141703,15
TNG50-1,40,1.5,184041,-0.02780237,0.08090254,0.69087669,-0.02109252,16
TNG50-1,40,1.5,184041,-0.06308695,-0.00631728,1.37194403,-0.96872138,17
TNG50-1,40,1.5,184041,-0.07293553,0.06654907,1.11489776,-0.56684628,18
TNG50-1,40,1.5,184041,0.02917164,-0.07940373,0.49240257,-0.69965022,19
TNG50-1,40,1.5,184041,0.01943892,0.13440561,1.21041809,0.65509189,20
TNG50-1,40,1.5,184041,0.05308316,-0.01866352,0.71427646,-0.13816535,21
TNG50-1,40,1.5,184041,-0.01370224,0.0353592,0.8420418,-0.63007206,22
TNG50-1,40,1.5,184041,-0.07153686,0.04331365,1.26340799,1.040973,23
TNG50-1,40,1.5,184041,-0.11763762,-0.02486784,0.69066275,-1.30126294,24
TNG50-1,40,1.5,184041,0.14339813,0.0409515,0.92603756,0.83679665,25
TNG50-1,40,1.5,184041,0.02634615,0.04355016,1.30702925,-0.79069879,26
TNG50-1,40,1.5,184041,0.00683959,-0.03565723,0.350933,1.31324612,27
TNG50-1,40,1.5,184041,0.01393199,-0.03506501,0.96610848,-1.55333195,28
TNG50-1,40,1.5,184041,-0.07156695,0.00226534,0.68636188,0.17801312,29
TNG50-1,40,1.5,184041,-0.0397436,-0.0057747,1.21714443,0.38410678,30
TNG50-1,40,1.5,184041,0.08716651,0.0696565,1.28585704,0.24284616,31
TNG50-1,40,1.5,184041,0.03291736,0.03513341,0.69117219,0.98964973,32
TNG50-1,40,1.5,184041,-0.03817988,-0.00352118,0.77298182,-1.2184227,33
TNG50-1,40,1.5,184041,-0.06134077,0.0303039,1.16796824,-0.26528864,34
TNG50-1,40,1.5,184041,-0.02578471,-0.10233265,0.68482314,1.14271277,35
TNG50-1,40,1.5,184041,-0.01577153,-0.03076555,0.95321975,1.22124793,36
TNG50-1,40,1.5,184041,0.1024573,0.01439105,1.10138027,-0.00520121,37
TNG50-1,40,1.5,184041,-0.00941337,0.05576828,0.63101729,0.18210837,38
TNG50-1,40,1.5,184041,-0.05947759,0.00998847,0.83709594,0.82909282,39
TNG50-1,40,1.5,184041,-0.00293012,0.07291195,0.95095629,0.87842196,40
TNG50-1,40,1.5,184041,0.01321692,0.04339699,0.64970753,1.21919336,41
TNG50-1,40,1.5,184041,-0.06402733,-0.02441647,0.91305331,1.08025988,42
TNG50-1,40,1.5,184041,0.02010828,-0.00700153,0.37563907,-0.26884709,43
TNG50-1,40,1.5,184041,0.0604458,0.02042108,0.58687798,0.47046395,44
TNG50-1,40,1.5,184041,0.00693356,-0.02243178,1.09264943,-0.05266799,45
TNG50-1,40,1.5,184041,-0.03985326,0.07656451,0.99250014,-1.20020945,46
TNG50-1,40,1.5,184041,-0.02644352,-0.05543631,0.3316631,1.01059042,47
TNG50-1,40,1.5,184041,-0.0829418,0.01580532,0.46198002,0.31969956,48
TNG50-1,40,1.5,184041,-0.00669176,0.03677234,1.23994697,-1.3885676,49
TNG50-1,40,1.5,157182,0.02498322,0.07959398,1.32488589,-0.13536395,0
TNG50-1,40,1.5,157182,-0.03737607,0.04861063,1.07865516,-0.55517413,1
TNG50-1,40,1.5,157182,-0.04160245,-0.02141058,1.10188082,0.7116964,2
TNG50-1,40,1.5,157182,0.09479776,-0.04823603,0.80758803,-0.41180494,3
TNG50-1,40,1.5,157182,0.07057029,-0.07845334,0.79781173,-1.03645192,4
TNG50-1,40,1.5,157182,-0.00597204,0.12077231,1.31457547,-0.56277529,5
TNG50-1,40,1.5,157182,0.00672959,-0.04616909,1.03520214,1.18387524,6
TNG50-1,40,1.5,157182,-0.03230907,-0.06317943,0.80866077,-0.68050317,7
TNG50-1,40,1.5,157182,0.0067392,0.01339596,1.18135627,-0.83264604,8
TNG50-1,40,1.5,157182,-0.03369518,-0.08189467,1.04749468,-1.15164481,9
TNG50-1,40,1.5,157182,-0.00392715,-0.04907742,0.84045887,-1.39745002,10
TNG50-1,40,1.5,157182,0.09051647,0.04974846,1.0514273,1.4975732,11
TNG50-1,40,1.5,157182,-0.0047807,0.02321053,1.37457191,0.11553781,12
TNG50-1,40,1.5,157182,-0.05240109,-0.0193185,1.21289616,0.72144935,13
TNG50-1,40,1.5,157182,-0.0683186,0.00091533,0.64571476,0.85757138,14
TNG50-1,40,1.5,157182,0.00635589,-0.02212353,1.19040898,-0.46395984,15
TNG50-1,40,1.5,157182,-0.03804476,-0.00309989,0.58738139,0.93904061,16
TNG50-1,40,1.5,157182,0.01233016,-0.03809057,0.99057517,1.44979551,17
TNG50-1,40,1.5,157182,-0.08097515,-0.02901197,0.98473935,0.75951725,18
TNG50-1,40,1.5,157182,0.03451251,-0.03053391,0.65316912,0.66517924,19
TNG50-1,40,1.5,157182,-0.05300824,-0.03629304,1.06960236,-0.21289384,20
TNG50-1,40,1.5,157182,0.00231486,0.05219555,1.19913897,1.0722888,21
TNG50-1,40,1.5,157182,-0.01691516,0.03850587,1.31289297,-1.29170548,22
TNG50-1,40,1.5,157182,0.08591945,-0.04661816,0.77520018,0.78440452,23
TNG50-1,40,1.5,157182,0.00857446,-0.05971969,0.98763284,-0.43356007,24
TNG50-1,40,1.5,157182,0.0972736,-0.00786383,0.5994125,0.20726317,25
TNG50-1,40,1.5,157182,0.02803712,0.10776438,0.99949264,1.23453209,26
TNG50-1,40,1.5,157182,0.0712703,-0.05138526,1.04024954,0.32992868,27
TNG50-1,40,1.5,157182,-0.01043991,-0.00806122,1.14607482,-1.49042958,28
TNG50-1,40,1.5,157182,0.01727515,0.00443602,1.23287833,0.69933375,29
TNG50-1,40,1.5,157182,0.06093218,-0.00543211,0.56851084,1.34782024,30
TNG50-1,40,1.5,157182,0.045248,-0.02291049,1.32111228,0.44614368,31
TNG50-1,40,1.5,157182,0.02654966,0.057754,0.44923336,1.13543466,32
TNG50-1,40,1.5,157182,-0.01639674,0.02272293,1.37783486,1.02194676,33
TNG50-1,40,1.5,157182,-0.00793882,0.04229027,0.93596282,1.13503318,34
TNG50-1,40,1.5,157182,0.0568831,0.029469,1.35183171,-0.48977303,35
TNG50-1,40,1.5,157182,0.06729556,0.04469742,0.64095272,-0.08116767,36
TNG50-1,40,1.5,157182,-0.02964314,0.07922029,1.22249635,1.0933795,37
TNG50-1,40,1.5,157182,-0.03718795,0.0665522,0.89127506,1.28930515,38
TNG50-1,40,1.5,157182,-0.04520669,0.1162402,0.4217362,-1.10948015,39
TNG50-1,40,1.5,157182,0.04148503,0.06086706,0.80108017,-1.00049554,40
TNG50-1,40,1.5,157182,-0.04647375,-0.03347234,1.25094646,-0.481199,41
TNG50-1,40,1.5,157182,0.04088017,0.0423656,0.61745362,0.84916567,42
TNG50-1,40,1.5,157182,0.02728452,0.03552176,1.01501225,1.17803805,43
TNG50-1,40,1.5,157182,-0.02725459,0.09601475,1.38915757,0.25208184,44
TNG50-1,40,1.5,157182,0.07819297,-0.04835793,0.97121707,-1.21495386,45
TNG50-1,40,1.5,157182,-0.07311295,0.02789755,0.59497855,-0.61654312,46
TNG50-1,40,1.5,157182,0.08297663,-0.03405352,1.02596298,1.12162085,47
TNG50-1,40,1.5,157182,0.01594429,0.02562726,0.66911767,-0.47892016,48
TNG50-1,40,1.5,157182,-0.10367332,-0.01073733,0.73547333,-1.24781785,49
TNG50-1,40,1.5,181327,0.0165238,-0.01041294,1.02808869,0.31273661,0
TNG50-1,40,1.5,181327,-0.06137745,0.04196427,0.79832056,0.93713509,1
TNG50-1,40,1.5,181327,0.08862615,0.09410399,0.99663498,-0.56768905,2
TNG50-1,40,1.5,181327,-0.0509075,0.08909798,1.19958148,-0.4594523,3
TNG50-1,40,1.5,181327,0.01689821,-0.03978789,0.99305146,0.40517992,4
TNG50-1,40,1.5,181327,-0.0128367,0.06375231,0.53876165,-1.10868674,5
TNG50-1,40,1.5,181327,-0.02153127,0.00293182,1.22650751,-1.19942674,6
TNG50-1,40,1.5,181327,0.03821501,0.05222083,1.08443404,-0.7860099,7
TNG50-1,40,1.5,181327,0.01222298,0.03941393,0.2361865,0.75793984,8
TNG50-1,40,1.5,181327,0.02566207,-0.0631982,0.42886139,-0.41909089,9
TNG50-1,40,1.5,181327,-0.04078431,0.0274987,1.37200472,0.02311654,10
TNG50-1,40,1.5,181327,-0.00870375,0.05028483,0.92780916,-0.95677029,11
TNG50-1,40,1.5,181327,-0.03847675,-0.00100776,1.34594832,-0.96099539,12
TNG50-1,40,1.5,181327,-0.00995358,-0.01231582,0.40672335,0.47265657,13
TNG50-1,40,1.5,181327,-0.00593811,-0.0785832,1.01494997,-1.23032543,14
TNG50-1,40,1.5,181327,0.09221521,0.03418088,1.03684023,0.5272872,15
TNG50-1,40,1.5,181327,-0.01296943,0.01043742,1.16899095,-0.31195433,16
TNG50-1,40,1.5,181327,-0.10627992,-0.0461092,0.88825497,0.53806344,17
TNG50-1,40,1.5,181327,0.06975458,-0.016292,1.27925325,-0.37155781,18
TNG50-1,40,1.5,181327,0.02246297,0.00772516,0.61426006,1.087155,19
TNG50-1,40,1.5,181327,-0.00655052,-0.02793179,0.96684848,-1.39626147,20
TNG50-1,40,1.5,181327,-0.02186077,0.00013386,0.89071223,1.23557995,21
TNG50-1,40,1.5,181327,-0.04734628,-0.08749663,0.55271441,-0.72677235,22
TNG50-1,40,1.5,181327,0.0969024,0.06747108,1.24511322,-1.43714603,23
TNG50-1,40,1.5,181327,0.00259224,0.00079546,1.25362224,0.19604927,24
TNG50-1,40,1.5,181327,-0.08688756,-0.05496768,1.03461337,-0.86596672,25
TNG50-1,40,1.5,181327,0.016387,-0.12298544,0.63206503,-0.12816717,26
TNG50-1,40,1.5,181327,0.06030859,0.05145675,1.35165162,0.94974809,27
TNG50-1,40,1.5,181327,0.00782173,0.02790458,0.61955993,0.91592116,28
TNG50-1,40,1.5,181327,-0.04507967,0.01053429,0.95742222,0.31537071,29
TNG50-1,40,1.5,181327,-0.04955371,0.0431824,0.89559895,1.50127888,30
TNG50-1,40,1.5,181327,-0.04586595,0.04304492,0.89287433,-0.11387929,31
TNG50-1,40,1.5,181327,0.0760829,0.0097219,1.35362494,-1.44705405,32
TNG50-1,40,1.5,181327,-0.0035832,-0.01271071,1.18930357,1.0035037,33
TNG50-1,40,1.5,181327,-0.08393622,-0.02085708,0.6731957,-0.87558113,34
TNG50-1,40,1.5,181327,0.0192067,0.0210471,1.04263587,-1.01712578,35
TNG50-1,40,1.5,181327,0.00705184,0.06985157,0.89689188,-1.35085367,36
TNG50-1,40,1.5,181327,-0.02244477,-0.00514516,0.36139447,-0.54066827,37
TNG50-1,40,1.5,181327,-0.05102034,0.07382387,1.36182688,-0.54613771,38
TNG50-1,40,1.5,181327,-0.05319474,0.01865762,1.00717257,-0.61961151,39
TNG50-1,40,1.5,181327,0.05433169,0.01903455,1.0898311,0.29277425,40
TNG50-1,40,1.5,181327,0.01237564,0.12025547,1.31170557,0.79024303,41
TNG50-1,40,1.5,181327,0.02393218,0.08263391,0.34756434,1.37528471,42
TNG50-1,40,1.5,181327,0.01223794,0.08393046,0.32123877,-1.27532929,43
TNG50-1,40,1.5,181327,0.01638444,-0.03988068,1.13481126,-1.09835787,44
TNG50-1,40,1.5,181327,-0.02341973,0.10960913,0.35713647,0.28224857,45
TNG50-1,40,1.5,181327,-0.01029147,-0.00411084,1.37100862,-1.26249427,46
TNG50-1,40,1.5,181327,0.05824559,-0.01137456,0.26691024,-0.40600597,47
TNG50-1,40,1.5,181327,0.07072951,-0.10796242,0.56018807,0.39129237,48
TNG50-1,40,1.5,181327,-0.0611046,0.01631454,1.22005304,0.88135821,49
TNG50-1,40,1.5,206049,0.06956727,0.05225547,0.81340426,0.53211226,0
TNG50-1,40,1.5,206049,-0.0205842,-0.0305378,1.15551242,-0.65899843,1
TNG50-1,40,1.5,206049,-0.01975303,0.01181461,0.85748094,1.06989551,2
TNG50-1,40,1.5,206049,-0.04606489,-0.04694544,0.51175337,-0.07104959,3
TNG50-1,40,1.5,206049,-0.04549107,0.01855673,1.08689672,0.53145746,4
TNG50-1,40,1.5,206049,-3.03e-05,0.12756745,0.69729553,1.20594817,5
TNG50-1,40,1.5,206049,0.0010348,0.00635828,1.03928911,0.57431552,6
TNG50-1,40,1.5,206049,-0.08011776,-0.02299239,0.91484856,1.24823708,7
TNG50-1,40,1.5,206049,0.11467527,-0.01160806,0.70078364,0.96781586,8
TNG50-1,40,1.5,206049,-0.01297584,-0.0734515,1.35000651,0.21068854,9
TNG50-1,40,1.5,206049,0.00328061,0.07244816,1.00211487,-0.637011,10
TNG50-1,40,1.5,206049,-0.03131187,0.01564416,1.32111048,-0.63415434,11
TNG50-1,40,1.5,206049,-0.01335048,-0.0524449,0.71163713,1.17913739,12
TNG50-1,40,1.5,206049,-0.01789391,-0.05081591,0.84684432,-1.40151403,13
TNG50-1,40,1.5,206049,-0.00014652,0.00076412,1.12096608,1.38681476,14
TNG50-1,40,1.5,206049,-0.0007295,0.04659977,1.33690694,-0.54330766,15
TNG50-1,40,1.5,206049,0.04024332,-0.0575495,0.40281995,0.75043557,16
TNG50-1,40,1.5,206049,0.011361,0.05567047,1.13166709,-0.53397728,17
TNG50-1,40,1.5,206049,0.03521415,-0.00458168,1.16685043,1.42408831,18
TNG50-1,40,1.5,206049,-0.00049054,-0.04651217,1.31626567,-1.45620978,19
TNG50-1,40,1.5,206049,0.01156263,-0.02338452,0.87931279,-0.46081234,20
TNG50-1,40,1.5,206049,-0.01206528,0.08742769,1.1754012,1.15441293,21
TNG50-1,40,1.5,206049,0.05015559,-0.06941067,0.54954559,-0.70982232,22
TNG50-1,40,1.5,206049,0.01613112,-0.03659465,0.76255113,-0.7049122,23
TNG50-1,40,1.5,206049,-0.00790374,0.04762918,1.39678081,1.25271578,24
TNG50-1,40,1.5,206049,-0.00939551,0.01082285,0.89153327,1.03855478,25
TNG50-1,40,1.5,206049,-0.00546197,-0.03956204,1.20491087,-1.23850632,26
TNG50-1,40,1.5,206049,0.0015222,0.04823966,1.38735317,0.25189262,27
TNG50-1,40,1.5,206049,-0.00281806,0.05061479,0.8342734,-0.86897964,28
TNG50-1,40,1.5,206049,-0.02794208,0.01656953,1.22816339,-0.89491951,29
TNG50-1,40,1.5,206049,0.03824503,-0.03061983,0.45385961,0.36255232,30
TNG50-1,40,1.5,206049,0.0414038,-0.02291523,0.88348332,-1.1816593,31
TNG50-1,40,1.5,206049,0.08919284,0.0142338,1.22448772,-0.09494207,32
TNG50-1,40,1.5,206049,-0.03018149,-0.06559645,0.27228935,-0.76710865,33
TNG50-1,40,1.5,206049,0.03332194,0.06638924,0.91140088,1.11188024,34
TNG50-1,40,1.5,206049,-0.09545687,0.08501045,1.2618909,0.17119868,35
TNG50-1,40,1.5,206049,0.04145215,-0.01179774,0.94099436,-0.895012,36
TNG50-1,40,1.5,206049,-0.07282911,0.01780522,0.32661043,1.33978136,37
TNG50-1,40,1.5,206049,-0.04921656,0.0592901,1.03139826,1.01440937,38
TNG50-1,40,1.5,206049,0.01661127,0.09777804,1.03032604,-0.7373562,39
TNG50-1,40,1.5,206049,-0.03107495,0.07784907,0.99616467,1.44843414,40
TNG50-1,40,1.5,206049,-0.03791768,-0.08677688,1.16268239,-0.72966971,41
TNG50-1,40,1.5,206049,-0.0242408,-0.01577768,1.2650259,-0.65143084,42
TNG50-1,40,1.5,206049,0.0364813,0.02503441,0.87765581,-0.35825669,43
TNG50-1,40,1.5,206049,-0.04664452,-0.02471086,0.46380182,-1.05304546,44
TNG50-1,40,1.5,206049,-0.00270774,0.08913834,0.69822979,0.58752853,45
TNG50-1,40,1.5,206049,-0.01893281,0.08146876,1.3202962,0.18013052,46
TNG50-1,40,1.5,206049,0.04099454,-0.04079651,1.05331286,1.23924043,47
TNG50-1,40,1.5,206049,0.04239609,-0.00812,1.39564482,-0.81406449,48
TNG50-1,40,1.5,206049,-0.09176409,-0.03747771,1.13797958,-1.03600022,49
TNG50-1,40,1.5,36239,-0.0998346,0.04365882,1.12131536,1.45299745,0
TNG50-1,40,1.5,36239,-0.03085374,-0.02787092,1.32908457,-1.3799957,1
TNG50-1,40,1.5,36239,0.05986574,0.0452684,0.85337615,1.26592253,2
TNG50-1,40,1.5,36239,-0.05930582,0.01945432,0.20741299,0.35275353,3
TNG50-1,40,1.5,36239,0.03515799,0.03035712,1.07747291,1.31551172,4
TNG50-1,40,1.5,36239,0.14244126,-0.02276997,1.26403911,0.20405879,5
TNG50-1,40,1.5,36239,0.07267691,-0.03821241,1.17277792,1.00847865,6
TNG50-1,40,1.5,36239,0.00667567,0.00448804,0.88618303,0.69520387,7
TNG50-1,40,1.5,36239,0.04292172,0.04595841,0.88810588,0.07889209,8
TNG50-1,40,1.5,36239,-0.06848414,-0.0025191,1.20665734,-0.42938161,9
TNG50-1,40,1.5,36239,-0.07867073,-0.03509682,0.6791409,-1.56181445,10
TNG50-1,40,1.5,36239,0.00143491,-0.0599509,1.3271263,-0.78255416,11
TNG50-1,40,1.5,36239,0.01993053,0.01020815,0.83024937,1.41926729,12
TNG50-1,40,1.5,36239,0.05472021,-0.02770338,1.0299921,-0.70540741,13
TNG50-1,40,1.5,36239,-0.02843811,-0.00358703,1.29429499,0.79121778,14
TNG50-1,40,1.5,36239,0.00966977,-0.01193894,0.81772627,0.02669604,15
TNG50-1,40,1.5,36239,0.00795558,-0.02222155,0.77388025,-0.6015698,16
TNG50-1,40,1.5,36239,-0.00656971,0.01469018,1.0164033,1.54281557,17
TNG50-1,40,1.5,36239,-0.00362374,0.0277252,0.61561117,-1.42322197,18
TNG50-1,40,1.5,36239,-0.04273523,0.09826395,0.94891633,0.25785283,19
TNG50-1,40,1.5,36239,0.01398537,0.03789839,1.15768958,-0.12089409,20
TNG50-1,40,1.5,36239,0.0097525,0.07968412,0.34082565,-1.33038152,21
TNG50-1,40,1.5,36239,-0.02200059,-0.04093002,0.36327901,-0.89819326,22
TNG50-1,40,1.5,36239,0.03328871,-0.08004724,1.32076947,0.61022916,23
TNG50-1,40,1.5,36239,0.05139158,-0.00072151,0.3586058,-1.2304719,24
TNG50-1,40,1.5,36239,0.03386881,0.04290136,0.64652007,0.94569828,25
TNG50-1,40,1.5,36239,-0.05212217,0.03505809,1.31154236,0.3928907,26
TNG50-1,40,1.5,36239,0.00498229,0.06056908,0.93890462,-1.25394285,27
TNG50-1,40,1.5,36239,-0.04557158,-0.12682727,1.37119236,-0.6697416,28
TNG50-1,40,1.5,36239,0.00482774,0.06264884,0.86715307,-1.13983936,29
TNG50-1,40,1.5,36239,-0.04537683,0.01677313,0.38727424,0.93494204,30
TNG50-1,40,1.5,36239,0.06385817,-0.07720067,1.08348301,0.10354572,31
TNG50-1,40,1.5,36239,0.03916657,0.03617644,0.94960529,-1.56190582,32
TNG50-1,40,1.5,36239,0.05764947,0.00847413,1.20861634,0.13478578,33
TNG50-1,40,1.5,36239,0.0525861,0.01906146,0.91702122,-0.05402382,34
TNG50-1,40,1.5,36239,-0.01352999,0.04995546,0.6091539,0.44948778,35
TNG50-1,40,1.5,36239,-0.02128049,0.02151377,1.21925237,-1.4613305,36
TNG50-1,40,1.5,36239,0.08708619,-0.07364125,0.90415937,-1.45950292,37
TNG50-1,40,1.5,36239,-0.00825598,-0.00715131,1.09588065,-0.47322405,38
TNG50-1,40,1.5,36239,-0.06772903,-0.08088226,0.68278599,0.5923099,39
TNG50-1,40,1.5,36239,0.05037334,0.03245309,0.73967411,0.52325768,40
TNG50-1,40,1.5,36239,0.00718878,0.06989851,0.74357059,-0.69660551,41
TNG50-1,40,1.5,36239,0.07529721,-0.0620726,1.07466685,-0.89200012,42
TNG50-1,40,1.5,36239,0.01214848,-0.03357319,0.85602733,0.57530603,43
TNG50-1,40,1.5,36239,-0.00100007,-0.04411847,0.79901791,-1.48561915,44
TNG50-1,40,1.5,36239,0.07630604,-0.02269526,0.76483855,0.1783901,45
TNG50-1,40,1.5,36239,-0.07692332,0.02062116,0.88151598,-0.23845115,46
TNG50-1,40,1.5,36239,-0.02926812,-0.02215346,0.51118546,-0.81968294,47
TNG50-1,40,1.5,36239,-0.04436815,0.03262651,1.19015203,0.06376833,48
TNG50-1,40,1.5,36239,-0.10975399,0.05326899,1.35392408,-0.88854401,49
TNG50-1,40,1.5,169392,-0.04233981,-0.02953312,1.04102633,1.55037635,0
TNG50-1,40,1.5,169392,-0.01427029,-0.01642842,1.02503902,-0.35873044,1
TNG50-1,40,1.5,169392,-0.01761176,-0.0151048,0.72687637,0.03360627,2
TNG50-1,40,1.5,169392,0.00760069,-0.02453885,0.85053728,-0.35665527,3
TNG50-1,40,1.5,169392,0.01562215,-0.01722376,1.14328617,-0.65913406,4
TNG50-1,40,1.5,169392,0.0865264,0.05953959,1.31712532,-1.55241569,5
TNG50-1,40,1.5,169392,-0.00018598,-0.06072144,0.57312032,1.11490834,6
TNG50-1,40,1.5,169392,-0.05760972,-0.08745292,0.9745376,-0.08434022,7
TNG50-1,40,1.5,169392,0.05769031,0.06033926,0.77454663,0.69080576,8
TNG50-1,40,1.5,169392,0.06315123,-0.00960089,0.52152282,1.44091249,9
TNG50-1,40,1.5,169392,0.01162215,-0.01941161,1.38541226,-1.56190141,10
TNG50-1,40,1.5,169392,-0.01231972,-0.00556086,0.52334018,0.54990314,11
TNG50-1,40,1.5,169392,0.03112732,0.01046384,0.67773322,-1.19807556,12
TNG50-1,40,1.5,169392,-0.01055399,-0.02620256,0.35689275,-0.13205667,13
TNG50-1,40,1.5,169392,-0.10278545,0.02529656,1.20338694,1.08944804,14
TNG50-1,40,1.5,169392,0.02817371,-0.04811313,1.12501687,-1.34618549,15
TNG50-1,40,1.5,169392,0.04461257,-0.01509131,0.78720119,1.53816613,16
TNG50-1,40,1.5,169392,0.07205436,-0.11073481,0.40283952,0.25395324,17
TNG50-1,40,1.5,169392,-0.03653792,0.05861186,0.22796624,-0.32988778,18
TNG50-1,40,1.5,169392,0.01130827,-0.00880438,1.03843874,-1.50950302,19
TNG50-1,40,1.5,169392,0.01238998,0.0335052,0.91877187,0.27276274,20
TNG50-1,40,1.5,169392,0.00426913,0.02382873,1.25756912,-0.01605208,21
TNG50-1,40,1.5,169392,0.0057428,0.02749069,0.74931415,-0.89435801,22
TNG50-1,40,1.5,169392,0.0018568,-0.00038878,0.5579912,-0.03000996,23
TNG50-1,40,1.5,169392,0.01058747,0.01941137,0.61468959,-1.53061767,24
TNG50-1,40,1.5,169392,0.03703405,-0.04806422,1.10388049,1.5691552,25
TNG50-1,40,1.5,169392,0.06101438,-0.05855893,0.31657648,-0.52742804,26
TNG50-1,40,1.5,169392,-0.03781662,-0.0050553,1.30004046,-0.06213395,27
TNG50-1,40,1.5,169392,-0.00861507,-0.03398882,0.96412984,0.894657,28
TNG50-1,40,1.5,169392,-0.02113041,0.07127321,0.9030143,0.66846288,29
TNG50-1,40,1.5,169392,-0.02828362,0.01875722,0.92153686,1.22069423,30
TNG50-1,40,1.5,169392,-0.08080157,-0.03582407,0.66981903,1.38646569,31
TNG50-1,40,1.5,169392,0.00121112,-0.01357702,0.84489527,-0.97647664,32
TNG50-1,40,1.5,169392,0.02396602,0.00665033,1.33620076,-0.34431904,33
TNG50-1,40,1.5,169392,-0.00775499,-0.00340015,1.24963906,0.58690289,34
TNG50-1,40,1.5,169392,-0.00044789,0.0135873,0.92587737,-1.42934839,35
TNG50-1,40,1.5,169392,0.02092185,0.00343273,0.74863333,0.68155252,36
TNG50-1,40,1.5,169392,0.07055598,-0.06953284,0.94406598,-1.55545455,37
TNG50-1,40,1.5,169392,-0.02098823,-0.10754523,1.095093,1.30089731,38
TNG50-1,40,1.5,169392,-0.05858061,-0.01868045,1.3577982,0.68539954,39
TNG50-1,40,1.5,169392,-0.00452201,0.02802464,0.63240409,0.20577172,40
TNG50-1,40,1.5,169392,0.09417806,-0.01811845,0.96094705,-0.22336418,41
TNG50-1,40,1.5,169392,-0.05804503,0.06182821,0.91922079,1.53317503,42
TNG50-1,40,1.5,169392,0.03250678,-0.00234433,0.9885879,0.74302352,43
TNG50-1,40,1.5,169392,0.05789566,0.0678598,1.17567159,0.9653893,44
TNG50-1,40,1.5,169392,-0.11827671,0.05759517,1.16597218,1.02222709,45
TNG50-1,40,1.5,169392,0.02051113,0.05256434,1.34753714,-1.5020742,46
TNG50-1,40,1.5,169392,0.03017053,-0.06017558,0.73296673,-1.39900026,47
TNG50-1,40,1.5,169392,-0.01336676,0.00085703,1.16993536,-0.94761434,48
TNG50-1,40,1.5,169392,-0.03232193,0.06113867,1.1463333,0.48763046,49
TNG50-1,40,1.5,145447,0.077471,0.00375176,0.81844333,0.21328393,0
TNG50-1,40,1.5,145447,-0.06547411,0.01919429,1.1736435,0.38566245,1
TNG50-1,40,1.5,145447,0.07491671,-0.0482645,0.8083468,1.49261251,2
TNG50-1,40,1.5,145447,-0.02873846,0.00739597,0.34500776,-0.47651388,3
TNG50-1,40,1.5,145447,0.0172896,0.07344969,1.35114236,0.94482623,4
TNG50-1,40,1.5,145447,0.07954254,0.09788487,0.58989644,0.18521838,5
